invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
i4*,2496,12/23/2022,Esdras Bourdice,jollismv@behance.net,12589 Dakota Drive,Xiapu,,,China,debit card,10/21/2022,6429.57,0.06,385.7742,0.22,1414.5054,5400.8388,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,overdue,Clarisse Katz,10/23/2022,Jessa Ollis,8/28/2022,4/10/2022,7/17/2022,CNY,2.2593,transaction ID,596 Magdeline Pass,Primero de Enero,,,Cuba
y_*,5415,4/27/2022,Marjory Redolfi,mnelthorpmw@loc.gov,62 Eggendart Park,Puan,,,South Korea,debit card,4/18/2022,6001.07,0.06,360.0642,0.23,1380.2461,4980.8881,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",overdue,Dotti Bish,5/8/2022,Melania Nelthorp,10/14/2022,7/31/2022,10/25/2022,KRW,9.4594,reference number,8 Monterey Avenue,Calilegua,,4514,Argentina
B_*,8705,3/18/2022,Bearnard Ludgrove,glorrainemx@cornell.edu,616 Trailsway Court,Las Yaras,,,Peru,credit card,4/26/2022,3742.5,0.15,561.375,0.22,823.35,3480.525,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,paid,Opalina Moorman,4/11/2022,Grazia Lorraine,9/29/2022,5/19/2022,4/13/2022,PEN,4.2229,transaction ID,6503 Oakridge Trail,Kizhinga,,671450,Russia
e_*,9925,2/4/2022,Liza Raddish,fnelthorpemy@360.cn,648 Butternut Crossing,Independencia,VER,91891,Mexico,credit card,2/12/2022,6898.02,0.02,137.9604,0.14,965.7228,6070.2576,Phasellus in felis. Donec semper sapien a libero. Nam dui.,sent,Bathsheba Flann,11/8/2022,Fairleigh Nelthorpe,7/30/2022,9/9/2022,12/19/2022,MXN,2.3239,transaction ID,05720 Sage Road,Poykovskiy,,140231,Russia
la*,9487,4/4/2022,Alikee d'Escoffier,mpachtmz@hugedomains.com,70 Golf View Parkway,Maracha,,,Uganda,credit card,12/10/2022,7431.4,0.11,817.454,0.33,2452.362,5796.492,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",draft,Toby Hegden,12/30/2022,Mora Pacht,12/4/2022,5/4/2022,6/7/2022,UGX,4.2089,reference number,32 Kim Plaza,Salt Lake City,UT,84125,United States
c5*,4889,5/18/2022,Royal Giorgioni,sheardmann0@techcrunch.com,24 Russell Way,Xijiao,,,China,PayPal,1/7/2022,5164.42,0.09,464.7978,0.49,2530.5658,3098.652,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",draft,Doreen Auden,1/25/2022,Sayers Heardman,3/20/2022,2/27/2022,11/18/2022,CNY,9.3027,payment ID,8 Bayside Point,Puerto Varas,,,Chile
k9*,3567,1/26/2022,Lesli Hatfull,bmatzn1@latimes.com,8559 Emmet Parkway,Digdig,,9318,Philippines,debit card,1/9/2022,1125.69,0.17,191.3673,0.15,168.8535,1148.2038,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",overdue,Stillmann Langmead,3/28/2022,Bertrand Matz,3/6/2022,10/9/2022,6/27/2022,PHP,4.2494,payment ID,73993 Graceland Center,Mbaïki,,,Central African Republic
j_*,3639,7/29/2022,Alexei Oselton,lemlinn2@ocn.ne.jp,638 Ruskin Alley,Kabasalan,,7005,Philippines,debit card,4/18/2022,7956.55,0.18,1432.179,0.45,3580.4475,5808.2815,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",paid,Corri Bathurst,1/24/2022,Leonora Emlin,5/27/2022,12/21/2022,12/3/2022,PHP,8.8466,payment ID,06 Browning Parkway,Kotabaru,,,Indonesia
j_*,3434,10/19/2022,Dian Cobden,danfosson3@wikia.com,07550 Schmedeman Court,Kohāt,,26301,Pakistan,debit card,1/28/2022,125.88,0.05,6.294,0.15,18.882,113.292,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",draft,Ardisj Eastop,6/27/2022,Diarmid Anfosso,4/27/2022,7/1/2022,8/5/2022,PKR,2.4275,transaction ID,63751 Anthes Junction,Baltimore,MD,21281,United States
R4*,7093,9/13/2022,Jorge Rupprecht,fclealln4@comsenz.com,3 Oak Way,Gongyi,,,China,debit card,2/18/2022,3161.56,0.16,505.8496,0.09,284.5404,3382.8692,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,draft,Waneta Bucham,4/13/2022,Felic Cleall,6/24/2022,10/9/2022,8/10/2022,CNY,9.3105,payment ID,5020 Eggendart Crossing,Linqu,,,China
MN*,8054,1/1/2022,Joete Rettie,mcorrn5@scientificamerican.com,73 Melvin Way,Buin,,,Chile,credit card,11/1/2022,2489.68,0.12,298.7616,0.2,497.936,2290.5056,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",overdue,Annalee Rutgers,1/26/2022,Moise Corr,1/16/2022,2/24/2022,11/1/2022,CLP,0.2279,payment ID,81 Blue Bill Park Trail,Ballylinan,,P56,Ireland
Q_*,6777,9/5/2022,Berty Minchindon,msomertonn6@51.la,7988 Thierer Way,Heitan,,,China,PayPal,5/20/2022,9775.26,0.01,97.7526,0.05,488.763,9384.2496,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sent,Ingamar Oswick,1/15/2022,Micheline Somerton,10/28/2022,11/21/2022,8/27/2022,CNY,5.3953,reference number,35803 Summer Ridge Crossing,Donggu,,,China
q_*,4941,7/4/2022,Vachel Byllam,jjeskinsn7@bing.com,571 Nevada Place,Gucun,,,China,debit card,8/13/2022,7593.88,0.0,0.0,0.24,1822.5312,5771.3488,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",paid,Bertie Freake,12/22/2022,Junie Jeskins,1/13/2022,12/2/2022,1/10/2022,CNY,6.4713,payment ID,2 Scofield Alley,Chipata,,,Zambia
Z6*,9185,8/7/2022,Milty Stabbins,mdoubravan8@fda.gov,926 Linden Drive,San Ignacio de Velasco,,,Bolivia,credit card,4/13/2022,1198.79,0.1,119.879,0.16,191.8064,1126.8626,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",draft,Briggs Stutter,11/26/2022,Moses Doubrava,1/21/2022,6/29/2022,3/31/2022,BOB,3.3347,payment ID,4693 3rd Trail,Niederwaldkirchen,04,4174,Austria
G2*,9725,6/24/2022,Helen-elizabeth Speedy,kcomellin9@economist.com,55 Ronald Regan Pass,Maltahöhe,,,Namibia,PayPal,11/13/2022,1912.78,0.04,76.5112,0.1,191.278,1798.0132,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",overdue,Rainer Trevena,2/1/2022,Karlee Comelli,12/12/2022,3/31/2022,10/19/2022,NAD,6.0704,reference number,4 Mockingbird Trail,Maki,,959-1748,Japan
Z3*,6431,8/9/2022,Zach Deyes,sbandierana@adobe.com,206 Ridgeview Road,Bandarlampung,,,Indonesia,credit card,1/30/2022,5955.69,0.06,357.3414,0.12,714.6828,5598.3486,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,overdue,Korie Gladwin,4/23/2022,Shela Bandiera,5/6/2022,7/12/2022,1/24/2022,IDR,1.342,transaction ID,47714 Melrose Parkway,Seixal,15,2840-466,Portugal
T8*,8431,7/4/2022,Hilton Stancer,cleanb@51.la,8797 Namekagon Crossing,Mislīyah,,,Palestinian Territory,debit card,10/8/2022,2196.34,0.19,417.3046,0.19,417.3046,2196.34,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",draft,Garner Gridley,4/10/2022,Cole Lea,10/31/2022,5/9/2022,1/6/2022,ILS,9.7513,transaction ID,74400 Fieldstone Crossing,Mutatá,,057428,Colombia
J7*,4503,10/30/2022,Noah Karsh,gpesternc@ameblo.jp,9 Carpenter Avenue,Tuchów,,33-170,Poland,credit card,1/16/2022,9891.5,0.11,1088.065,0.32,3165.28,7814.285,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,sent,Donnie Lidgley,7/16/2022,Geri Pester,5/29/2022,3/7/2022,10/30/2022,PLN,9.9456,reference number,2 Bluestem Circle,Freixo de Numão,09,5155-205,Portugal
Sn*,3652,8/25/2022,Madalyn Valentin,imcsheand@goo.gl,49201 Carey Way,Juiz de Fora,,36000-000,Brazil,credit card,10/4/2022,9985.64,0.16,1597.7024,0.38,3794.5432,7788.7992,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",overdue,Mair Zieme,1/16/2022,Isac McShea,7/17/2022,2/25/2022,11/8/2022,BRL,9.2123,transaction ID,767 Welch Lane,Borlänge,W,781 29,Sweden
a2*,8549,1/31/2022,Marcelline Fitchen,cteliginne@accuweather.com,1 Mallory Avenue,Hammam-Lif,,,Tunisia,debit card,11/22/2022,66.29,0.09,5.9661,0.44,29.1676,43.0885,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",draft,Jennine Paler,6/9/2022,Charley Teligin,12/16/2022,3/29/2022,11/26/2022,TND,4.1568,reference number,6283 Havey Drive,Richmond,BC,V6Y,Canada
g3*,4136,8/3/2022,Judie Malecky,eponf@squarespace.com,9498 Annamark Trail,La Romana,,10805,Dominican Republic,credit card,2/24/2022,4958.95,0.2,991.79,0.03,148.7685,5801.9715,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",overdue,Cherianne Westwick,8/8/2022,Evan Po,11/2/2022,7/19/2022,6/7/2022,DOP,1.9948,transaction ID,301 Sunbrook Lane,Trairi,,62690-000,Brazil
UY*,6735,8/25/2022,Edvard Yukhnev,amcng@privacy.gov.au,68 Farragut Street,Kallithéa,,,Greece,debit card,5/19/2022,1441.89,0.17,245.1213,0.17,245.1213,1441.89,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,sent,Farris Capnerhurst,5/13/2022,Angel Mc Carrick,7/14/2022,1/19/2022,12/9/2022,EUR,1.6444,transaction ID,35931 Sage Alley,Selouane,,,Morocco
o_*,7326,3/24/2022,Giffy Face,sblazicnh@cornell.edu,37 Mitchell Junction,Podgorica,,,Montenegro,credit card,9/16/2022,2989.64,0.12,358.7568,0.46,1375.2344,1973.1624,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",overdue,Elissa Yanshin,1/23/2022,Saidee Blazic,6/17/2022,11/20/2022,8/27/2022,EUR,9.6651,reference number,9318 Forest Terrace,Oussivo,,,Comoros
kZ*,6107,8/22/2022,Kial Gibbie,bbakesni@tripadvisor.com,13 Mitchell Park,Punat,,51521,Croatia,credit card,4/8/2022,5957.9,0.15,893.685,0.2,1191.58,5660.005,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",draft,Jenni Kment,3/27/2022,Brodie Bakes,9/9/2022,8/7/2022,1/23/2022,HRK,4.638,payment ID,1607 Crescent Oaks Crossing,Cilaja,,,Indonesia
kc*,9596,5/12/2022,Cosme Yanuk,aenriqueznj@nasa.gov,0419 Luster Pass,Zarzal,,762528,Colombia,PayPal,1/9/2022,4008.49,0.06,240.5094,0.27,1082.2923,3166.7071,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",draft,Bekki Ready,10/17/2022,Adara Enriquez,5/19/2022,4/8/2022,11/10/2022,COP,7.6938,transaction ID,150 Susan Center,Usab,,6127,Philippines
iI*,9066,6/2/2022,Layla Booton,ivardeynk@cbslocal.com,91 Anniversary Park,Abovyan,,,Armenia,debit card,6/6/2022,783.28,0.03,23.4984,0.25,195.82,610.9584,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",overdue,Virgil Elphinstone,1/9/2022,Isiahi Vardey,6/14/2022,7/27/2022,5/29/2022,AMD,1.9678,payment ID,553 Wayridge Trail,Loma Alta,,,Honduras
QL*,6338,3/25/2022,Tasia Guiraud,bcleggnl@myspace.com,54067 Fisk Lane,Berber,,,Sudan,PayPal,12/13/2022,6640.85,0.15,996.1275,0.04,265.634,7371.3435,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",overdue,Salim Dougharty,9/2/2022,Brennen Clegg,2/20/2022,11/8/2022,7/10/2022,SDG,3.1738,reference number,4 Kropf Point,Domalanoan,,2416,Philippines
SB*,7320,3/31/2022,Sean Gircke,rtitleynm@deviantart.com,009 Fairfield Terrace,Prámanta,,,Greece,debit card,3/1/2022,7972.29,0.11,876.9519,0.28,2232.2412,6617.0007,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",overdue,Marci Crossfeld,10/4/2022,Rutger Titley,8/29/2022,10/4/2022,5/21/2022,EUR,9.3013,payment ID,802 Scoville Court,Nasilava,,,Belarus
R6*,4647,3/25/2022,Niall Kleinsinger,gsmietonnn@independent.co.uk,320 Washington Junction,Velký Újezd,,783 55,Czech Republic,debit card,7/24/2022,5490.96,0.09,494.1864,0.13,713.8248,5271.3216,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",sent,Raoul Bendtsen,10/5/2022,Giffer Smieton,5/12/2022,9/18/2022,1/18/2022,CZK,7.0056,transaction ID,20 Norway Maple Plaza,Thabazimbi,,0500,South Africa
R_*,7019,11/6/2022,Adaline Challens,esherringtonno@slashdot.org,0 Lakewood Crossing,Nongoma,,3950,South Africa,debit card,10/17/2022,3455.36,0.15,518.304,0.39,1347.5904,2626.0736,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",overdue,Adan Bowick,1/29/2022,Eadmund Sherrington,11/20/2022,4/30/2022,8/6/2022,ZAR,6.7161,reference number,5453 Derek Terrace,Goraj,,66-342,Poland
B7*,8433,8/31/2022,Amelie Rowledge,plightowlernp@topsy.com,14418 Waywood Circle,Leiyang,,,China,debit card,8/4/2022,9167.64,0.02,183.3528,0.48,4400.4672,4950.5256,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",paid,Ninon Vian,7/10/2022,Prentiss Lightowler,11/13/2022,7/9/2022,8/25/2022,CNY,3.3268,transaction ID,5 Dayton Lane,Yacuíba,,,Bolivia
ZC*,6545,9/5/2022,Grace Crier,rfrancillonq@sitemeter.com,36496 Claremont Court,Kanoni,,,Uganda,debit card,3/1/2022,1852.55,0.07,129.6785,0.16,296.408,1685.8205,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",overdue,Mohammed Uwins,5/23/2022,Ronnie Francillo,12/4/2022,4/10/2022,11/27/2022,UGX,5.528,transaction ID,35953 Bartelt Crossing,Seshcha,,242760,Russia
QK*,9991,12/16/2022,Kingsly Custy,ksyphusnr@soundcloud.com,4703 Roth Lane,Kubachi,,368586,Russia,credit card,8/10/2022,1872.09,0.02,37.4418,0.43,804.9987,1104.5331,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",sent,Conney Yanin,7/25/2022,Kathryn Syphus,2/13/2022,9/8/2022,8/9/2022,RUB,2.6948,reference number,9 Fulton Pass,Qal‘ah-ye Kuhnah,,,Afghanistan
Xc*,9729,5/18/2022,Cordy Valenta,mburreens@bluehost.com,78630 American Center,Kontiolahti,,81101,Finland,credit card,2/16/2022,6665.55,0.12,799.866,0.2,1333.11,6132.306,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",paid,Shanna Ollier,11/3/2022,Myrta Burree,1/27/2022,6/28/2022,9/13/2022,EUR,4.8113,transaction ID,847 Melby Terrace,Baita,,,China
Q2*,6585,4/8/2022,Dalston Sigmund,adobbingsnt@eventbrite.com,8027 Gateway Avenue,Yanghe,,,China,debit card,8/23/2022,2910.44,0.19,552.9836,0.09,261.9396,3201.484,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",sent,Zeb Logan,10/18/2022,Aldon Dobbings,7/7/2022,8/8/2022,8/16/2022,CNY,3.8648,reference number,722 Kipling Road,Gentilly,A8,94254 CEDEX,France
ru*,9066,5/16/2022,Dewie Kiwitz,aosbornnu@prweb.com,69 Luster Park,Makariv,,,Ukraine,debit card,9/12/2022,8782.43,0.02,175.6486,0.35,3073.8505,5884.2281,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",sent,Saw Hellmer,10/23/2022,Aldwin Osborn,5/31/2022,5/8/2022,3/1/2022,UAH,9.2684,reference number,2 Carioca Plaza,Astana,,,Kazakhstan
T_*,7483,10/15/2022,Tate Kinforth,hfontinnv@amazon.com,16 Heffernan Lane,Sobrosa,13,4580-604,Portugal,debit card,5/3/2022,5040.61,0.15,756.0915,0.16,806.4976,4990.2039,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",sent,Jakob Creak,2/13/2022,Hedy Fontin,10/8/2022,1/15/2022,10/23/2022,EUR,5.7929,transaction ID,148 Manitowish Drive,Croissy-sur-Seine,A8,78294 CEDEX,France
aW*,8973,5/7/2022,Bonny Grouse,bmushawenw@illinois.edu,6 Starling Court,Hepu,,,China,debit card,6/3/2022,3986.44,0.08,318.9152,0.41,1634.4404,2670.9148,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",paid,Eben Martusewicz,3/2/2022,Burr Mushawe,5/10/2022,5/24/2022,4/22/2022,CNY,4.3271,transaction ID,18 Crescent Oaks Parkway,Bombardopolis,,,Haiti
